NU_ANO_CENSO,ID_MATRICULA,CO_PESSOA_FISICA,NU_DIA,NU_MES,NU_ANO,NU_IDADE_REFERENCIA,NU_IDADE,NU_DURACAO_TURMA,NU_DUR_ATIV_COMP_MESMA_REDE,NU_DUR_ATIV_COMP_OUTRAS_REDES,NU_DUR_AEE_MESMA_REDE,NU_DUR_AEE_OUTRAS_REDES,NU_DIAS_ATIVIDADE,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,CO_PAIS_ORIGEM,CO_UF_NASC,CO_MUNICIPIO_NASC,CO_UF_END,CO_MUNICIPIO_END,TP_ZONA_RESIDENCIAL,TP_OUTRO_LOCAL_AULA,IN_TRANSPORTE_PUBLICO,TP_RESPONSAVEL_TRANSPORTE,IN_TRANSP_VANS_KOMBI,IN_TRANSP_MICRO_ONIBUS,IN_TRANSP_ONIBUS,IN_TRANSP_BICICLETA,IN_TRANSP_TR_ANIMAL,IN_TRANSP_OUTRO_VEICULO,IN_TRANSP_EMBAR_ATE5,IN_TRANSP_EMBAR_5A15,IN_TRANSP_EMBAR_15A35,IN_TRANSP_EMBAR_35,IN_TRANSP_TREM_METRO,IN_NECESSIDADE_ESPECIAL,IN_CEGUEIRA,IN_BAIXA_VISAO,IN_SURDEZ,IN_DEF_AUDITIVA,IN_SURDOCEGUEIRA,IN_DEF_FISICA,IN_DEF_INTELECTUAL,IN_DEF_MULTIPLA,IN_AUTISMO,IN_SINDROME_ASPERGER,IN_SINDROME_RETT,IN_TRANSTORNO_DI,IN_SUPERDOTACAO,IN_RECURSO_LEDOR,IN_RECURSO_TRANSCRICAO,IN_RECURSO_INTERPRETE,IN_RECURSO_LIBRAS,IN_RECURSO_LABIAL,IN_RECURSO_BRAILLE,IN_RECURSO_AMPLIADA_16,IN_RECURSO_AMPLIADA_20,IN_RECURSO_AMPLIADA_24,IN_RECURSO_NENHUM,TP_INGRESSO_FEDERAIS,TP_MEDIACAO_DIDATICO_PEDAGO,IN_ESPECIAL_EXCLUSIVA,IN_REGULAR,IN_EJA,IN_PROFISSIONALIZANTE,TP_ETAPA_ENSINO,ID_TURMA,CO_CURSO_EDUC_PROFISSIONAL,TP_UNIFICADA,TP_TIPO_TURMA,CO_ENTIDADE,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_LOCALIZACAO,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_MANT_ESCOLA_PRIVADA_EMP,IN_MANT_ESCOLA_PRIVADA_ONG,IN_MANT_ESCOLA_PRIVADA_SIND,IN_MANT_ESCOLA_PRIVADA_SIST_S,IN_MANT_ESCOLA_PRIVADA_S_FINS,TP_REGULAMENTACAO,TP_LOCALIZACAO_DIFERENCIADA,IN_EDUCACAO_INDIGENA
2017,267225969,110948127731,25,10,2002,14,15,320,0,0,0,0,5,2,1,1,76,31,3152501,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225972,114898134385,8,5,2002,15,15,320,0,0,0,0,5,2,1,1,76,21,2103000,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225976,125332443500,16,2,2006,11,11,320,0,0,0,0,5,2,1,1,76,27,2709202,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,11122554,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225986,116693257924,12,5,2002,15,15,320,0,0,0,0,5,1,1,1,76,23,2310308,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225988,110063227796,8,11,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3505302,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225991,113928693319,24,7,2001,15,16,320,0,0,0,0,5,2,3,1,76,23,2302800,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267225995,111719369665,31,10,2001,15,16,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226000,110364744021,14,8,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3503307,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226002,114307181025,30,6,2001,15,16,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226005,110553353666,3,6,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3508108,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226007,113153595290,10,12,1999,17,18,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226009,118635152408,25,6,2001,15,16,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226010,110134702815,15,2,2001,16,16,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226016,111118570919,30,9,2001,15,16,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226022,114064040200,15,7,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226023,110888989805,8,7,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226025,113927461759,31,1,2002,15,15,320,44,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226038,112172415820,25,8,2002,14,15,320,0,0,0,0,5,2,3,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226053,112629057886,13,11,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226055,110063045841,15,8,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226064,114687070786,29,8,2002,14,15,320,0,0,0,0,5,1,3,1,76,35,3539301,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226065,115880438600,22,4,2002,15,15,320,44,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226082,111945931867,28,5,2002,15,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226089,118479345798,15,6,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226097,110442833511,5,10,2000,16,17,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226105,112176863207,19,6,2002,14,15,320,0,0,0,0,5,2,3,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226108,114385246334,21,5,2002,15,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226109,114460697377,23,2,2002,15,15,320,0,0,0,0,5,2,3,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226113,113759183548,4,11,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226116,118635139738,28,11,2002,14,15,320,0,0,0,0,5,1,3,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226121,112927247730,1,10,2001,15,16,320,0,0,0,0,5,1,3,1,76,41,4117503,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226128,110285510028,22,1,2002,15,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226135,118576946784,18,2,2002,15,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226136,114908957010,25,9,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226138,112927192650,2,1,2002,15,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226149,113156799571,7,8,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226150,113609621078,17,5,2002,15,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226166,111417457472,22,9,2002,14,15,320,0,0,0,0,5,2,1,1,76,41,4101507,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226192,114758230535,8,11,2001,15,16,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226200,112776337972,19,8,2002,14,15,320,0,0,0,0,5,2,3,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226201,110436437294,15,5,2002,15,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226204,110059268912,11,12,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226205,110210021437,15,12,2002,14,15,320,0,0,0,0,5,2,1,1,76,35,3543907,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122548,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
2017,267226209,110439663902,5,6,2002,14,15,320,0,0,0,0,5,1,1,1,76,35,3538709,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,41,11122546,0,0,0,35021573,3,3506,35026,35,3543907,354390705,2,1,0,0,0,0,0,0,0,0,1,0,0
